Original Image,MBLLEN Applied,GLADNet Applied,Retinexnet Applied,CE Applied,PPRP Applied,PCA Applied
58.29,57.93,41.93,13.94,46,35,47
14.06,19.08,9.33,12.72,23,14,14
37.44,41.53,14.81,7.53,27,12,29
3.64,5.57,6.77,14.12,9,12,9
6.4,11.39,10.9,14.34,8,13,9
54.95,60.97,39.93,13.13,42,36,37
1.85,21.49,2.89,9.98,11,18,8
6.94,9.9,7.71,12.97,17,8,5
40.62,47.61,27.26,8.73,39,19,43
13.26,16.18,9.38,14.17,23,11,11
46.11,42.81,17.55,12.28,29,13,23
7.4,13.31,11.49,10.7,15,10,10
45.64,49.76,34.78,16.6,37,18,30
25,9.09,39.84,14.24,49,39,42
42.65,44.07,19.65,9.27,30,24,38
3.91,9.11,7.73,12.99,17,10,8
6.63,9.8,6.87,14.31,25,13,12
67.77,45.22,29.78,10.81,34,43,42
40.09,53.64,24.35,12.31,47,21,31
4.92,19.36,5.21,11.61,5,8,9
24.66,18.29,6.07,16.67,4,5,6
9.05,10.91,9.86,14.78,24,10,15
49.84,41.58,29.65,4.62,28,27,50
52.43,50.16,22.86,4.64,35,10,27
11.27,16.71,6.91,11.89,8,7,6
47.73,56.29,23.68,10.38,48,18,24
35.95,39.59,11.84,19.29,14,16,19
42.79,45.17,24.72,18.03,40,25,23
6.98,6.21,10.93,17.5,9,12,7
40.27,50.43,31.86,7.72,36,28,23
44.62,52.34,18.28,5.76,32,26,27
3.9,21.54,4.42,6.5,23,9,15
47.59,60.1,49.55,14.45,46,33,52
46.86,44.67,24.1,4.48,40,33,11
6.35,11.71,10.89,20.68,14,14,7
40.39,48.28,29.87,9.74,41,20,38
39.03,15.53,11.27,8.13,23,34,19
8.63,9.38,15.64,18.09,3,15,21
2.54,19.59,5.45,14.41,5,8,16
32.65,35.93,18.67,13.84,31,17,20
5.01,5.55,7.43,16.2,3,12,5
7.63,7.68,12.96,17.38,4,13,13
8.54,24.06,7.02,13.17,12,6,19
43.16,46.84,37.71,10.51,36,53,14
3.97,49.43,22.05,6.03,42,30,17
35.32,42.26,23.17,7.63,37,25,14
40.69,54.93,26.74,3.49,40,19,47
29.35,38.54,21.12,12.11,42,16,25
4.42,8.22,8.93,17.46,8,13,17
5.07,16,5.33,7.97,8,7,8
20,15,25,19,30,22,25
51.33,42.86,35.88,25.76,44,20,16
15.72,11.35,20.8,25.72,3,24,23
49.02,44.69,27.57,5.73,45,19,38
38.4,40.63,18.73,10.66,31,20,18
5.76,5.42,16.3,20.15,3,12,18
45.21,45.12,30.9,9.4,40,40,22
52.99,52.38,36.49,6.14,41,26,50
5.39,10.19,7.19,10.83,16,8,8
9.06,6.39,14.47,17.42,4,13,18
22.66,28.16,16.96,11.28,36,18,31
33.33,31.31,47.8,28.68,30,10,33
5.98,9.49,9.97,13.04,12,11,10
38.27,46.81,25,12.65,40,24,38
51.2,55.69,19.42,2.71,23,10,26
46.04,46.66,14.61,7.29,29,10,12
41.62,51.03,21.63,22.27,40,32,19
5.76,38.68,3.78,8.51,22,9,23
33.14,39.71,28.28,13.8,41,14,26
40.95,47.59,38.97,13.81,51,32,26
4.37,21.83,10.64,15.65,7,12,13
3.38,11.62,6.72,8.83,5,11,20
56.51,52.49,26.93,5.15,40,28,23
24.69,43.93,29.61,14.69,36,25,37
5.53,8.4,10.76,16.95,4,10,8
6.22,5.28,10.11,18.7,3,11,5
6.83,20,6.26,11.58,22,8,10
41.89,40.36,29.35,5.11,34,27,12
5.23,8.37,9.63,15.97,9,11,10
3.63,14.82,7.57,16.05,2,10,16
54.47,58.26,45.71,16.72,46,26,42
34.43,41.68,37.6,13.1,36,12,38
51.22,48.85,33.59,12.41,39,44,15
3.54,19.97,4.34,10.79,7,4,6
12.24,10.27,7.34,11.74,24,8,15
4.03,4.87,7.14,11.51,3,8,7
47.25,40.07,8.84,11.74,30,19,24
9.08,15.58,12.3,16.27,11,12,8
43.79,48.56,29.6,8.59,33,12,21
59.38,55.46,42.97,10.59,47,34,34
39.79,49.01,23.47,4.32,37,14,26
51.98,39.26,14.52,10.01,21,12,14
48.51,55.78,31.37,22.41,53,20,34
12.39,6.5,12.37,25.58,4,14,5
8.83,11.83,7.73,9.39,24,10,17
44.29,47.3,25.96,5.01,39,35,18
7.59,23.48,11.51,14.79,10,8,10
54.34,58.13,30.45,6.23,42,28,51
35.4,51.81,31.3,9.52,45,26,37
18.45,33.05,16.07,25.59,2,21,26
54.2,59.69,40.34,10.37,51,23,55
45.86,43.22,12.96,2.86,22,26,29
16.67,35.11,35.21,17.91,37,53,13
42.11,53.56,33.51,24.93,42,21,20
51.64,60.18,33.29,3.65,42,34,17
11.98,10.45,11.05,15.88,27,10,14
6.21,6.02,7.93,10.17,5,7,9
3.65,21.77,3.4,8.88,14,5,18
2.86,23.85,3.9,13.5,2,7,15
31.06,34.28,24.92,10.15,36,25,34
5.55,16.43,7.42,8.23,19,7,7
45.86,44.98,28.74,7.82,33,16,44
3.56,5.21,10.08,23.36,5,19,11
31.75,48.95,16.59,3.41,28,16,23
40.57,43.02,28.92,16.53,45,18,22
6.99,6.57,8.89,16.66,5,9,8
100,31.84,29.36,6.42,41,53,13
4.91,4.52,13.15,22.76,3,18,16
12.78,36.37,4.8,8.02,20,6,16
39.25,53.58,24.25,5.31,39,24,29
6.24,6.01,8.62,16.61,9,8,7
6.33,8.62,7.62,15.26,8,9,6
3.25,27.94,10.68,22.07,3,10,6
30.5,33.75,15.7,7.29,27,15,20
3.01,3.15,22.62,35.67,1,13,26
11.17,11.06,14.07,24.48,6,18,10
43.22,49.65,27.05,17.09,45,17,24
37.78,40.96,29.99,10.43,43,19,39
36.87,40.14,31.09,12.99,40,12,29
6.85,8.23,11.01,11.11,5,8,9
55.83,59.92,36.63,21.49,52,34,37
9.26,24.93,12.88,20.49,3,17,7
49.88,53.8,41.96,17.33,50,30,45
58.12,20.9,20.52,8.45,36,45,19
26.51,29.64,24.08,19.75,33,17,30
66.46,46.22,44.02,18.69,51,44,35
52.32,56.32,34.24,8.3,44,28,45
17.59,24.7,10.85,5.75,23,26,24
23.12,30.81,10.85,8.45,29,16,14
52.13,45.69,25.76,18.58,30,12,20
7.27,7.16,8.55,20.99,3,14,6
32.95,38.3,18.66,7.28,37,22,15
6.5,9.09,10.55,18.08,15,13,22
33.73,41.56,22.91,14.34,37,23,25
41.97,45.14,28.25,10.39,33,21,16
12.33,14.27,7.98,13.39,18,9,11
33.14,41.39,29.3,8.22,35,35,23
22.65,27.99,8.12,11.03,24,11,13
63.31,43.87,14.87,12.74,36,28,26
7.52,7.03,12.39,14.24,19,11,12
44.8,51.38,29.79,10.51,41,34,19
8.97,16.84,6.84,11.56,10,7,7
4.19,11.34,7.27,7.43,11,8,30
35.32,37.18,17.58,4.18,35,24,38
47.19,26.25,14.75,7.05,18,25,13
8.18,9.15,9.4,16.96,6,10,8
40,46.86,32.26,14.81,47,18,39
28.4,29.61,7.19,9.09,15,14,14
47.66,54.21,29.69,9.66,41,35,48
34.15,36.88,22.82,13.37,29,13,31
23.45,46.31,29.73,4.74,47,30,44
51.56,59.58,31.48,6.08,37,33,37
5.63,3.13,16.53,25.87,2,30,23
9.57,6.2,10.94,18.57,4,11,5
5.37,21.02,9.33,16.3,6,7,6
6.49,9.03,6.64,16.68,19,11,14
8.05,17.21,11.13,13.94,10,10,6
48.05,50.55,28.66,2.1,35,10,43
10.52,6.26,15.83,26.69,2,23,14
49.47,57.29,35.62,16.81,46,8,16
61.99,56.13,32.57,15.37,29,12,33
11.94,38.21,5.53,4.59,31,5,34
29.12,34.08,19.34,9.77,30,17,28
4.31,4.52,12.25,22.51,3,13,12
7.31,22.97,5.97,16.14,13,7,15
26.8,27.78,17.53,9.77,27,19,29
53.13,54.62,29.82,14.52,48,25,39
37.77,39.94,28.25,14.28,39,20,18
16.7,17.21,15.22,16.95,14,14,19
34.64,42.55,40.7,12.77,48,38,41
29.31,34.25,18.14,13.61,38,14,26
6.12,7.3,9.25,13.98,6,11,8
13.82,31.48,9.71,8.05,23,15,9
54.46,40.9,26.06,7.15,33,24,10
31.01,39.93,11.92,2.92,26,14,36
26.14,38.19,5.04,3.78,9,17,10
4,5.15,4.27,7.62,4,8,5
44.15,47.75,20.48,8.74,36,15,28
7.15,25.56,7.87,10.75,31,10,10
46.66,57.32,31.09,6.61,42,22,46
12.65,26.74,3.35,7.8,20,3,15
52.71,58.43,28.08,4.78,32,22,47
11.26,6.34,11.66,19.9,9,12,18
43.82,50.8,50.17,31.03,48,25,44
6.44,9.92,8.68,13.65,7,10,8
33.16,42.33,16.82,5.06,30,23,31
7.65,21.26,7.63,9.03,16,10,10
44.49,46.31,25.72,9.66,34,34,47
11.36,7.02,15.81,24.15,8,21,18
49.14,58.36,14.23,5.04,20,17,27
62.67,63.22,36.88,3.21,36,21,51
6.86,13.17,9.02,9.51,8,10,9
37.96,43.85,36.38,9.28,44,36,53
7.5,5.33,12.59,17.14,3,11,11
5.78,7.7,13.84,13.08,11,13,13
26.43,40.97,23.35,6.94,39,32,25
47.24,58.69,34.42,6.3,40,33,19
15.14,14.22,23.21,29.76,5,24,23
63.92,40.96,28.56,3.8,37,32,24
33.97,43.41,23.37,8.91,42,19,28
16.4,35.3,12.38,20.9,29,21,15
7.59,11.6,7.33,12.53,30,8,15
56.34,44.74,36.96,11.07,45,44,17
37.88,41.89,25.25,8.56,40,28,32
3.86,30.38,2.73,13.61,10,3,14
16.67,28.02,13.69,3.83,21,30,15
42.58,41.62,25.15,9.63,36,13,24
17.04,16.86,10.11,13.12,10,9,14
15.37,38.11,13.56,5.56,18,9,8
45.27,50.57,14.99,3.79,32,16,25
35.3,42.67,12.62,12.24,23,11,18
10.36,11,21.11,34.4,2,18,13
48.33,39.53,29.64,11.99,45,43,17
43.37,49.01,28.38,18.62,44,21,26
38.75,45.1,23.01,9.3,47,12,28
4.3,6.41,7.26,12.56,3,12,8
38.7,45.94,24.06,5.5,43,22,35
6.59,10.19,17.65,15.57,4,14,18
4.79,17.41,5.46,11.48,19,8,6
6.12,7.85,7.19,16.59,14,10,6
18.03,40.79,7.45,10.62,32,11,24
8.72,7.04,12.49,16.5,9,13,14
37.34,47.51,17.65,6.51,29,19,29
7.97,6.62,13.56,15.63,2,19,14
9.87,16.66,12.4,12.68,19,14,15
32.86,38.49,24.32,18.3,40,26,27
47.37,49.11,35.28,6.27,43,25,45
9.83,10.26,6.49,8.79,23,8,7
45.13,53.56,24.68,5.88,37,28,23
9.06,13.08,9.48,10.24,10,11,12
3.48,3.72,15.15,23.16,2,8,18
59.15,67.49,24.56,4.42,30,24,41
8.47,7.3,13.91,19.4,8,12,8
3.62,21.38,3.02,5.84,11,4,4
43.87,39.79,19.98,16.62,36,26,22
4.78,12.93,6.56,11.42,18,6,7
35.33,36.27,24.31,18.01,37,21,31
13.67,34.13,24.83,8.81,42,26,16
6.23,6.66,10.22,23.28,3,10,6
51.54,55.06,47.21,25.41,55,20,51
38.11,44.96,30.03,9.58,37,25,39
8.1,14.22,6.65,11.58,16,7,7
50.05,56.57,41.99,8.66,44,12,44
8.18,13.77,6.85,11.93,9,6,7
47.47,46.78,22.42,6.99,35,25,25
6.72,5.32,8.89,16.79,4,10,5
6.42,36.14,4.14,13.33,6,7,9
9.7,7.34,17.19,23.7,2,16,9
14.21,9.76,12.91,15.96,30,19,11
49.54,54.52,36.84,8.88,43,35,45
16.06,14.36,17.48,22.36,4,20,12
4.69,5.15,14.1,17.45,5,16,14
6.02,15.78,5.36,7.78,30,8,18
45.45,54.68,31.03,13.92,48,29,24
12.38,7.74,15.07,22.45,5,18,9
47.53,52.68,50.22,33.17,45,10,40
3.5,6.25,6.7,14.34,12,6,12
3.26,6.45,5.12,11.95,14,6,4
18.91,41.9,21.33,7.74,39,17,32
12.91,24.34,5.08,6.38,23,6,19
5.69,10.8,7.08,11.63,13,9,6
14.45,12.28,16.9,20.19,5,18,11
3.96,12.28,8.54,17.68,14,16,8
10.31,15.01,7.73,11.57,7,10,9
44.31,36.95,8.58,14.71,25,13,17
39.88,41.76,32.52,11.96,37,29,40
100,56.26,34.65,9.46,16,11,23
45.33,63.24,24.91,3.79,40,19,42
50.03,43.5,43.26,19.69,46,19,50
7.83,6.11,11.98,21.35,3,12,14
48.73,53.59,39.46,10.64,43,45,55
3.11,7.1,5.37,10.74,12,5,16
2.94,6.86,3.16,7.21,11,12,5
3.97,5.86,11,19.57,2,11,9
50,47.92,24.37,2.36,31,15,27
11.83,18.62,9.4,16.83,29,16,15
3.2,8.85,8.66,21.01,2,5,3
6.44,15.65,8,17.23,4,20,9
20,15,25,19,30,22,25
5.8,21.77,7.23,9.33,12,8,25
39.8,52.06,24.45,4.44,40,21,22
50.52,47.19,32.31,7.1,39,25,26
16.64,29.47,19.31,10,28,10,37
6.77,8.18,9.64,12.96,3,11,10
51.9,53.6,31.7,32.05,57,30,43
51.39,54.46,29.36,4.5,38,25,37
11.04,9.77,14.14,17.31,4,15,13
41.17,48.33,37.59,5.98,39,22,48
28.16,27.6,16.18,12.86,26,18,20
21.35,37.38,10.91,4.25,24,17,40
8.68,9.93,15.19,23.45,3,17,16
37.55,42.19,16.86,11.57,31,16,21
52.78,53.4,28.27,6.84,34,10,25
10.11,8.29,9.28,18.38,17,15,11
51.13,54.9,44.24,9.05,52,27,50
11.85,9.95,13.07,19.73,4,18,9
7.71,15.23,9.86,19.04,5,5,5
14.39,25.32,7.18,17.79,5,10,9
43.35,48.29,30.89,3.69,42,18,35
57.63,58.48,33.92,8.69,40,22,43
42.07,39.42,20.66,9.23,28,25,20
41.01,46.72,20.41,9.22,31,13,15
32.5,41.64,20.32,11.56,41,14,16
34.24,32.26,9.72,3.79,26,23,25
29.15,23.64,28.61,12.17,39,7,42
55.23,55.48,47.4,36.78,35,39,35
7,19.69,7.26,8.45,30,7,10
42.68,46.49,23.64,7.3,40,26,37
2.91,46.43,3.33,7.01,31,18,13
47.69,49.89,25.43,7,46,39,15
10.78,12.81,24.6,31.78,3,24,21
5.97,20.87,7.1,9.57,22,12,41
52.27,50.84,35.39,14.57,48,34,41
37.44,44.7,28.79,8.02,42,21,30
3.5,3.74,7.42,11.63,5,6,6
52.14,41.62,17.63,6.81,15,32,23
8.29,19.97,5.48,7.8,26,9,11
47.53,52.97,19.07,5.02,22,28,25
9.58,13.31,10.32,18.94,20,14,19
37.29,50.13,22.61,2,28,8,39
10.69,15.71,7.69,11.19,29,6,26
4.79,7.71,5.5,7.81,23,7,4
4.38,6.25,11.7,24.91,5,12,10
30.35,33.95,22.59,16.54,38,14,26
58.5,56.2,29.59,9.17,43,10,37
11.53,7.36,18.41,28.87,2,22,10
8,3.95,11.72,22.95,3,18,6
27.97,21.75,9.45,8.82,17,19,18
54.68,59.69,27.93,6.69,40,9,39
51.51,39.74,9.28,2.72,18,15,22
54.63,49.49,39.81,21.74,33,48,18
52.49,50.07,21.45,5.74,33,28,43
6.55,13.97,8.89,18.66,6,10,6
23.42,44.02,5.65,7.96,30,9,7
47.19,43.88,21.62,9.64,35,14,19
58.37,55.89,37.24,12.99,41,41,44
21.65,17.8,7.69,12.64,10,8,17
77.01,46.5,32.46,14.23,40,28,47
41.08,42.67,28.9,9.45,40,26,40
4.7,6.13,8.53,16.07,3,8,9
52.33,59.01,38.71,16.09,45,27,47
12.13,24.06,8.6,6.51,26,7,23
9.85,7.68,9.59,12.22,11,12,12
30.01,35.27,5.83,7.62,20,22,9
56.45,50.41,26.04,5.42,35,32,11
35.87,56.42,34.73,10.97,46,37,54
5.22,7.8,9.42,13.34,4,10,13
47.43,53.67,33.65,4.37,43,39,18
13.85,11.54,13.45,15.73,4,17,23
57.34,63.6,26.73,12.97,40,26,58
7.82,22.6,9.49,12.33,24,15,15
44.61,43.52,17.89,9.67,20,13,24
18.29,30.2,5.04,6.28,13,5,4
46.35,57.95,25.9,3.15,31,7,19
14.25,9.43,9.06,13.01,8,10,10
52.6,60.89,19.77,3.11,30,7,34
42.86,50.74,33.29,15.74,39,33,46
52.17,61.73,39.15,5.8,44,10,43
15.44,7.58,18.35,23.3,4,18,27
16.5,14.12,7.29,7.7,24,9,12
8.68,2.79,7.22,10.16,4,10,11
3.23,2.41,20.94,28.49,2,15,20
7.2,7.95,7.12,8.8,30,8,6
49.46,53.88,37.98,27.74,49,28,50
49.1,53.29,23.27,8.44,40,18,26
7.76,21.07,6.87,6.51,23,14,21
7.69,54.35,50.55,29.42,53,49,51
49.74,54.33,29.08,24.86,40,36,16
16.3,12.81,18.64,28.05,4,24,21
49.51,56.57,28.62,6.43,41,28,48
49.46,54.45,28.52,17.72,22,15,15
9.09,23.67,21.4,5.7,32,36,10
3.7,8.3,7.81,17.56,15,11,7
16.3,16.62,6.2,10.37,12,6,5
8.13,8.27,9.47,16.79,14,12,10
44.36,44.17,16.6,4.03,28,14,8
32.95,46.51,34.07,12.57,45,16,46
7.94,7.54,10.11,16.3,6,12,5
39.05,46.81,17.04,3.89,28,8,23
9.69,8.14,7.4,19.08,2,19,18
46.52,56.54,28.31,7.68,41,19,19
2.68,12.07,5.16,10.5,13,7,9
4.41,14.72,7.38,9.87,17,6,5
10.76,16.19,6.21,22.05,10,17,14
48.16,56.56,46.87,21.18,47,9,44
20.86,44.08,22.47,3.46,33,7,30
39.13,40.17,17.7,10.02,35,29,32
16.5,10.58,10.84,15.69,5,10,14
8.28,5.05,15.41,23.83,3,19,13
46.41,52.81,23.85,4.28,35,9,43
54.61,60.77,44.21,16.75,50,47,47
9.68,28.19,17.22,13.12,35,26,17
59.94,33.83,13.05,10.46,29,26,27
8.58,7.35,5.52,6.9,4,6,16
6.12,6.19,10.14,21.21,3,11,6
6.23,5.02,17.44,21.79,3,9,8
53.99,61.01,41.58,8.31,40,33,47
9.65,9.12,8.12,18.32,15,13,11
61.33,62.88,31.98,11.36,49,26,42
4.43,31.57,4.1,4.74,15,4,13
4.58,36.37,8.02,16.61,10,13,10
14.58,21.22,6.36,5.53,24,7,12
4.26,16.84,4.12,5.48,24,7,6
12.25,11.22,23.92,25.21,3,22,17
4.54,14.17,8.4,10.43,18,8,22
4.11,3.98,14.2,21.66,3,9,8
49.72,50.51,17.6,4.08,26,10,26
53.03,53.87,42.09,25.02,39,17,58
45.85,55.06,56.09,26.41,48,16,47
9.15,13.32,9.03,11.57,18,10,8
53.37,56.33,44.68,16.78,52,50,39
34.93,39.63,23.94,8.89,31,11,55
2.95,24.15,7.27,14.11,7,10,8
8.12,30.54,5.14,12.67,21,16,16
4.5,10.05,5.41,7.9,13,8,7
5.1,2.64,16.67,27.49,2,14,10
48.61,56.52,52.47,14.84,48,17,33
4.44,6.4,5.66,16.46,5,8,12
48.34,50.52,30.16,6.4,43,25,32
7.39,31.2,5.13,7.2,17,7,7
42.5,43.41,28.91,5.31,29,37,13
4.65,5.82,12.73,18.91,2,9,12
8.17,11.17,7.97,10.39,18,9,10
11.11,50.46,30.09,7.1,45,46,29
7.21,7.56,10.44,15.91,15,13,13
30.54,37.59,23.1,20.05,39,24,18
14.24,11.89,26.32,33.07,3,27,22
8.62,5.67,10.89,14.71,14,11,7
70.64,55.89,24.87,3.06,39,31,33
7.44,11.74,7.22,11.3,7,9,7
5.04,9.14,7.8,16.09,12,9,12
22.22,45.32,21.73,12.12,38,11,32
9.09,37.89,24.75,4.97,19,28,8
8.62,9.64,7.09,18.79,20,16,3
45.58,42,23.14,5.04,28,30,22
26.17,34.38,24.26,3.39,27,22,18
45.35,42.14,39.16,19.15,48,27,34
33,46.96,37.94,12,24,8,33
49.6,56.27,19.48,6.5,36,21,17
5.37,27.64,8.53,7.2,28,9,10
4.07,8.93,2.94,11.9,10,5,27
9.54,8.5,8.98,16.34,15,13,8
7.29,19.04,5.87,16.51,10,9,9
6.23,13.25,7.1,17.44,15,9,8
41.7,49.26,15.83,2.77,30,8,41
5.64,31.83,9.78,13.57,16,11,6
10.62,14.89,9.66,12.89,7,23,9
1.9,16.85,6.88,16.57,6,12,5
30.75,34.88,9.98,3.4,9,28,24
43.04,49.76,32.46,6.11,47,10,40
52.11,57.57,14.01,9.3,25,18,18
4.03,20.44,8.47,13.66,13,9,16
54.94,33.95,30.54,11.41,25,24,33
8.6,16.35,9.36,13.02,25,11,6
47.99,54.29,32.22,7.49,35,28,43
6.48,8.39,6.66,11.06,15,11,11
57.59,38.8,30.76,7.88,30,30,12
7.33,8.07,9.64,13.93,6,12,9
55.28,39.96,54.29,29.03,40,14,48
48.72,46.88,16.2,3.94,15,8,14
3.04,12.28,9.03,11.58,8,10,5
3.74,6.25,9.34,17.75,3,13,8
14.62,7.38,7.58,16.67,19,10,13
9.21,8.17,8.9,12.39,22,11,10
8.71,6.44,7.05,15.51,27,10,4
49.62,54.55,45.62,23.34,56,8,40
10.32,8,8.79,15.26,19,9,11
51.7,34.59,26.88,15.34,36,44,19
11.78,10.45,13.65,15.18,10,12,16
35.01,43.14,38.91,12.75,40,22,31
5.97,4.2,9.53,19.39,3,9,4
14.92,29.48,4.55,15.87,11,12,8
100,31.26,19.31,4.69,35,41,43
7.01,15.87,5.4,9.43,29,6,27
56.25,59.52,30.86,9.85,43,22,39
20.52,50.36,19.19,2.61,38,14,39
5.16,21.21,10.1,10.98,19,6,18
28.32,36.49,22.57,12.37,36,14,22
36.37,41.14,24.07,11.67,38,25,33
43.45,45.65,33.25,11,37,22,45
52.67,52.09,29.11,11.95,39,16,34
7.69,14.62,9.57,11.7,17,11,8
49.1,48.65,29,7.23,25,35,10
7.39,11.63,7.81,13.39,21,7,12
10.35,2.92,5.15,13.6,7,5,20
35.89,41.35,25.36,8.64,36,24,39
31.43,41.95,21.63,8.02,31,20,15
50.45,55.83,25.25,4.76,38,17,42
10.48,8.75,7.88,14.29,15,8,12
31.86,39.81,17.58,6.94,32,16,31
58.65,58.94,21.61,5.04,35,41,37
43.63,48.78,30.86,4.58,38,10,41
65.03,50.96,30.9,9.86,37,48,24
5.72,25.02,6.64,14.01,14,6,14
57.18,35.08,11.29,7.33,12,24,23
29.45,39.36,24.18,8.31,34,26,25
20.69,45.46,19.91,9.09,32,10,32
25.4,33.35,18.83,10.03,38,22,24
53.1,53.39,34.85,18.62,46,25,40
6.93,7.34,9.87,16.94,7,15,21
13.39,20.54,13.2,11.28,23,10,22
5.77,25.7,6.37,10.11,20,8,14
4.4,4.92,10.98,18.64,9,16,5
47.83,45.94,42.26,30.04,32,13,24
50.29,58.34,29.3,5.31,41,9,40
52.75,46.24,28.7,5.21,40,40,28
20.31,26.49,7.51,9.32,32,9,7
52.2,52.5,31.06,10.29,41,22,33
10.4,11.91,10.96,14.65,22,12,9
19.56,26.8,3.84,5,17,7,8
42.46,52.04,10.64,13.23,26,10,23
46.69,56.46,45.49,14.97,40,41,28
10.93,12.42,9.16,20.79,12,12,17
36.36,39.65,19.11,7.61,38,13,17
37.84,44.5,21.72,8.12,33,10,21
6.52,12.13,4.99,10.83,11,6,4
48.87,53.39,32.75,7.85,39,29,45
4.3,4.57,8.43,19.48,3,11,4
7.6,9.72,9.83,12.67,25,11,8
14.78,23.11,6.21,6.04,27,10,10
5.87,5.04,11.82,15.5,4,12,17
7.09,13.04,8.2,12.06,21,10,8
57.46,59,34.35,7.55,38,46,9
46.19,49.53,24.62,6.65,37,12,26
25.75,42.43,22.81,10.32,37,24,22
35.51,65.05,19.53,3.02,29,15,35
44.11,46.26,38.86,18.42,39,13,39
53.89,37.16,28.22,8.49,29,38,38
4.33,2.98,9.18,19.59,3,14,5
48.81,50.7,34.1,20.19,43,22,32
10.01,18.87,15.18,9.69,30,13,11
30.98,33.85,28.37,18.85,41,23,29
4.57,19.11,4.86,7.37,15,8,19
40.2,50.12,40.44,13.45,44,21,21
6.24,5.16,6.85,10.74,4,10,7
41.57,51.8,24.79,4.25,42,24,25
54.5,60.89,28.58,6.56,41,36,51
61.68,54.33,45.58,14.19,47,48,57
3.69,20.32,6.8,11.63,21,8,3
9.08,33.11,7.29,14.3,13,14,11
35.22,45.8,34.3,4.58,35,15,49
44.84,53.49,47.42,23.92,52,25,40
49.17,41.84,30.51,13.62,47,41,18
4.11,6.77,10.12,17.18,5,13,10
11.96,23.29,7.61,15.95,5,10,19
28.3,32.52,26.38,22.05,34,24,26
5.78,33.13,1.87,8.13,15,9,6
33.9,43.32,25.94,10.75,31,24,42
42.55,55.13,33.54,6.73,40,28,43
8.06,8.1,10.91,19.06,7,13,9
49.9,44.97,33.86,8.55,47,25,21
7.38,10.55,8.35,13.39,4,8,9
52.12,54.72,47.05,26.72,50,20,55
10,45.23,10.47,5.6,26,15,29
31.93,48.9,25.91,3.01,37,8,40
53.3,50.58,35.12,7.76,42,20,48
64.95,54.24,28.79,9.39,33,45,15
37.68,58.44,27.06,11.01,41,12,40
4.71,3.87,18.09,24.55,2,14,21
37.93,42.97,21.09,9.15,38,16,18
7.28,29.96,4.44,8.58,17,3,25
48.66,34.2,10.44,12.96,29,28,16
4.92,18.77,5.11,8.46,23,6,7
17.19,11.3,18.55,25.01,4,23,13
27.79,45.13,28.97,7.03,41,33,29
54,52.55,41.71,7.87,45,27,22
6.56,7.1,10.77,22.04,2,19,6
47.51,50.63,42.01,18,48,24,32
10.21,9.93,12.38,15.13,17,10,11
31.34,38.65,10.2,11.89,34,12,12
49.88,51.61,23.91,12.54,35,20,47
34.43,28.79,13.27,8.48,25,24,13
48.8,54.09,33.74,5.87,43,22,44
44.5,48.58,30.7,13.37,47,16,40
40.67,41.85,23.75,12.65,36,10,33
25.39,27.04,18.23,14.76,25,16,28
34.62,50.08,13.1,4.58,21,6,19
35.36,40.72,24.79,10.76,35,26,32
8.73,6.36,7.05,14.52,6,13,9
23.16,24.58,15.85,15.15,37,16,16
1.18,2.05,14.24,25.51,1,5,10
11.41,10.54,15.19,27.07,3,17,11
35.72,38.58,30.83,18.42,37,21,24
7.18,9.5,9.97,13.33,11,10,8
55.71,55.38,40.96,13.43,50,37,47
20,15,25,19,30,22,25
30.53,41.18,19.2,11.27,37,12,31
57.4,50.81,25.48,8.05,24,23,39
51.74,53.38,19.8,6.74,30,29,31
40.75,38.3,25.61,10.68,43,26,34
5.22,12.72,10.74,11.12,4,13,11
61.49,46.34,49.32,25.01,53,56,27
2.97,7.29,13.02,23.34,7,15,9
11.51,21.76,10.22,11.6,28,9,8
59.95,44.95,11.5,3.12,31,42,19
5.67,6.86,10.89,20.74,3,10,8
50.24,51.5,37.62,15.45,46,39,41
6.61,21.44,6.52,9.69,26,10,15
7.28,5.18,10.88,16.22,8,12,10
44.39,49.75,15.47,10.48,22,23,20
21.78,35.66,19.11,7.41,36,20,18
43.77,53.37,30.82,14,40,37,28
3.74,9.2,5.35,10.5,7,6,3
47,31.48,24.23,11.49,35,40,35
10.69,9.97,9.73,11.51,10,9,8
72.58,55.36,33.39,5.75,37,39,42
37.57,55.56,26.59,4.7,30,9,32
11.83,3.87,11.65,10.86,14,10,16
14.06,4.56,15.32,22,2,15,10
18.3,19.8,5.39,12.73,9,6,7
49.5,58.63,45.23,11.51,47,35,34
7.3,7.36,15.52,23.72,3,15,14
28.93,31.36,19.89,13.09,34,17,24
7.83,8.41,10.79,17.84,14,12,23
6.33,3.61,16.99,25.56,1,19,15
52.65,37.58,35.91,12.1,38,16,30
29.47,43.16,17.84,11.35,37,16,25
5.56,8.54,12.88,19.55,6,12,8
49.82,57.43,41.77,18.83,50,22,46
49.65,53.2,27.64,8.46,42,13,34
29.63,28.31,13.56,3.65,20,21,10
47.39,42.29,14.04,11.63,25,14,21
38.12,29.22,33.77,9.98,34,19,28
41.2,47.56,28.19,14.35,43,27,36
39.73,41.74,30.9,19.27,42,30,38
8,8.48,11.27,18.14,13,11,12
42.62,51.34,42.89,7.97,49,33,46
